CUST_ID,BALANCE,PURCHASES,CREDIT_LIMIT,PAYMENTS
C10232,5431.622968,1824.16,14500,1508.016452
C10233,6571.484039,9325.22,8500,11036.72668
C10234,28.461629,100,4000,125.769169
C10235,4178.625215,1431.89,4000,2384.542045
C10236,3019.019487,2260.41,8500,2187.930651
C10237,1.045584,0,1200,1068.581252
C10238,2723.369217,10410.49,19500,9695.650901
C10239,1070.999446,990.7,1400,505.317328
C10240,279.608696,3034.92,2900,2928.909865
C10241,1255.901821,1038.81,5700,1215.454299
C10242,2229.857287,45.65,2500,542.7463
C10243,2363.489077,2641.98,3000,1839.928884
C10244,4014.388265,1189.52,8000,0
C10245,7623.224897,300,12000,1975.974183
C10246,3421.571922,126.69,10500,2515.435738
C10247,48.898611,247.09,5500,409.594792
C10248,1874.716289,301.1,1950,586.974046
C10249,3215.511032,1112.2,7200,0
C10250,237.235398,2410.07,4000,3773.727455
C10251,1272.927288,5350.19,8000,5825.602115
C10252,558.476701,630.03,5500,426.092563
C10253,2814.207626,3197.24,3000,3574.480603
C10254,8.061012,133,3000,130.61272
C10255,435.862142,1646.16,12000,1055.835407
C10256,6.390383,79.66,1500,75.896288
C10257,9612.21512,319.92,12000,10993.89211
C10258,7938.559134,3677.52,12500,2657.856602
C10259,2344.478291,1041.63,4000,3033.665478
C10260,996.48222,675.96,1000,1851.602411
C10261,19.508047,193.14,2000,220.46377
C10262,185.640313,1703.23,11500,1449.039414
C10263,5335.302925,0,6000,1350.318606
C10265,22.189283,234.16,1500,479.910499
C10266,5.871769,29.68,10000,76.943584
C10267,1049.496471,1322.67,11000,802.38543
C10269,5570.190127,1607.88,13500,1583.411686
C10270,1668.591831,0,1800,2166.981163
C10271,2224.590946,3183,9000,3823.346244
C10272,2903.781184,3014.23,4500,1350.370286
C10273,2041.480046,7323.38,3000,3792.095079
C10274,7755.698607,8533.54,10000,4758.209146
C10275,614.263149,408.93,9000,2161.153147
C10276,8097.334733,3999.92,7500,5624.074339
C10277,1082.33027,2980.46,6000,1116.967993
C10278,2734.66412,560.73,7500,717.798364
C10279,80.708806,569.9,9500,634.000055
C10280,2554.525229,6186.77,10950,11198.92613
C10281,535.947221,4550.81,8500,4317.191232
C10282,3905.365959,150.8,7500,990.524408
C10283,156.278339,1385.1,14000,1280.473571
C10284,5131.319584,32539.78,11500,26652.34432
C10285,5265.763713,410.24,16500,12005.3074
C10286,2.564117,47.95,1500,294.507498
C10287,1873.084577,126.57,2100,483.557464
C10288,32.124999,380.89,5700,0
C10289,1473.495809,414,10500,5863.94034
C10290,1504.82705,2010,8500,859.829946
C10291,7645.108427,4693.15,13500,4786.64868
C10292,1129.33758,498.96,1000,829.505486
C10293,668.956687,224.2,9500,568.336995
C10294,2302.184366,2856.57,2500,2914.419813
C10295,272.711518,0,3000,2755.877257
C10296,4246.430225,0,7000,6010.525656
C10297,2420.761135,0,3000,871.713321
C10298,2935.324966,409.63,5000,580.13865
C10299,83.148283,843.34,6500,1024.267592
C10300,5469.851311,0,6000,1362.966798
C10301,280.142117,2236.49,10000,1986.838064
C10302,5790.930626,464.51,6000,1515.594331
C10303,3605.714046,1779,5000,856.05828
C10304,3992.261885,0,4000,1057.678259
C10305,41.833264,456.36,6000,370.996177
C10306,635.090434,5758.71,2900,7943.57021
C10307,1521.1681,245.98,6000,2261.523522
C10308,5547.092593,0,12000,1786.142816
C10309,2503.107213,733.9,3000,1620.193277
C10310,191.450711,1641.07,500,1583.918811
C10311,3621.70204,674.73,4000,1139.058595
C10312,2762.479434,2702.47,11000,7596.768364
C10313,4338.606862,0,8000,8019.800702
C10314,388.873921,1579.15,2700,451.600059
C10315,9261.310686,0,11000,1933.413908
C10316,208.131845,2161.38,4500,2059.879468
C10317,169.088238,1482.19,6000,1289.570234
C10318,133.911556,1446.05,3500,1364.121036
C10319,1613.34907,0,4500,312.433361
C10320,566.908563,397.06,2100,0
C10321,53.208422,498.17,15000,611.606459
C10322,1329.967543,2009.12,2500,2715.972095
C10323,515.904786,5359.02,6000,0
C10324,927.041961,0,1000,719.974244
C10325,1872.767651,0,5500,1151.721386
C10326,185.396312,0,1000,117.542764
C10327,4823.822993,0,7000,863.62306
C10328,994.105777,126.2,1950,314.302968
C10329,40.089221,225,1500,325.578502
C10330,0.478714,734.97,6000,1159.135064
C10331,4732.37354,14.95,5700,1289.284068
C10332,9206.811696,874.98,12500,2055.100879
C10333,6719.376505,0,7500,1493.089193
C10334,2233.074041,445.2,8000,1042.991769
C10335,1867.649838,0,4500,476.162309
C10336,57.842746,689.34,1500,453.842413
C10337,4194.033835,2006.87,21000,19714.09728
C10338,2459.862339,678,2500,1926.31853
C10339,850.630114,0.05,1000,1084.281127
C10340,353.198215,3085.69,8500,2690.525687
C10341,2669.160638,0,3000,642.777061
C10342,92.440743,1080,6000,1077.058667
C10343,706.675991,2721.16,6500,4952.900653
C10344,361.319366,3095.96,14000,4003.782858
C10345,2324.086254,0,2300,2147.890523
C10346,2922.487907,71.07,9500,9226.751112
C10347,98.364739,65,1200,718.794328
C10348,498.208616,4786.61,9000,3805.669705
C10349,16.93339,174.42,2500,347.08638
C10350,3355.631092,242.88,13500,6084.115091
C10351,907.982017,216.94,3200,222.02316
C10352,1132.386178,2246.3,6000,32048.6122
C10353,1254.6691,361.73,1500,535.606816
C10354,80.336636,330,1800,345.330572
C10355,260.838885,2854.11,9500,2437.332725
C10356,17.356961,390,2000,302.454171
C10357,1897.672025,422.18,5500,2961.632199
C10358,1032.241153,1005.52,3000,1866.265366
C10359,3536.601227,2132.93,11000,8251.146946
C10360,21.580264,284.72,5000,344.161416
C10361,4211.539631,0,10500,1288.287239
C10362,1732.715258,3244.16,11500,5674.185857
C10364,8939.461145,2490.17,9500,3957.017497
C10365,36.567901,1098.31,4800,0
C10366,41.754778,636.15,8500,918.414211
C10367,1937.246177,3018.93,5000,3909.837604
C10368,99.955082,1222.97,19500,1142.077891
C10369,5135.604593,110.18,6000,1716.998424
C10370,214.896542,0,3000,2298.902197
C10371,1543.287931,0,1800,548.589391
C10372,601.92037,983.77,2400,389.411161
C10373,1261.05733,0,1500,866.865018
C10374,85.285023,423.24,11000,296.01675
C10375,1903.688611,6079.5,7300,18552.39489
C10376,813.068705,439.38,1200,237.996469
C10377,1279.325142,1207.25,1200,1282.705869
C10378,237.669312,259.13,2300,2680.635587
C10379,5747.761139,1627.69,5500,2507.704747
C10380,7760.940543,0,8000,2845.010795
C10381,6388.108487,0,8000,10973.14532
C10382,426.372628,5749.96,12000,5711.540654
C10383,8806.866629,1490.94,9000,2116.662516
C10384,282.934373,0,3000,0
C10385,1128.229387,5068.88,4500,3904.568067
C10386,2045.541408,1067.28,2000,2021.775795
C10387,8.520292,64.12,7000,176.600545
C10388,11278.95243,6855.59,18500,4868.088671
C10389,143.443832,1631,2500,2550.799492
C10390,241.223955,180.91,1400,802.858576
C10391,1528.571561,0,1600,353.582373
C10392,12474.72954,136.88,14000,3519.008859
C10393,566.147105,0,2000,1177.661577
C10395,1077.606225,343.21,1500,930.328071
C10396,1.838084,16.5,6000,57.595083
C10397,507.144348,5708.18,4000,5589.952268
C10398,816.82453,42.3,6000,361.853722
C10399,1526.506915,46.67,1800,338.413344
C10400,7957.017218,0,9000,677.144841
C10402,79.189929,699.12,2500,697.977603
C10403,497.908027,245.39,4000,328.796655
C10404,681.95925,98,4000,192.369983
C10405,1535.248256,857.36,6550,3239.629759
C10406,1508.513765,2747.12,5000,4730.374245
C10407,11209.37076,11147.33,11000,7932.77402
C10408,201.3504,600,1000,249.066308
C10409,2502.264409,0,10000,541.308981
C10410,4543.789386,255.12,8500,1703.332126
C10411,918.342234,1221.53,1200,1421.035206
C10412,5066.744231,0,13000,1336.016317
C10413,2259.431829,780.64,3500,663.553502
C10414,437.789873,1532.1,5000,1834.368953
C10415,2025.162877,778.33,2000,1411.329676
C10416,3770.560441,964.06,6000,565.71913
C10417,140.730723,1667.13,13000,1669.260634
C10419,5523.999416,0,8000,0
C10420,3298.692478,1088.83,9000,6862.520735
C10421,150.699542,648.64,2500,0
C10422,1874.843394,0,2100,444.783009
C10423,3024.629054,0,4500,4226.578611
C10424,154.641707,1897.92,13500,5563.437084
C10425,1322.057239,0,6200,802.038512
C10426,62.287137,1263.29,9500,1356.425369
C10427,16.581535,200,1200,0
C10428,4664.023286,340,6000,2162.141639
C10429,318.03434,1277.58,7000,552.734714
C10430,681.615445,4117.24,6000,4561.589382
C10431,9335.31417,226.23,15000,1885.239981
C10432,6404.955912,3970.8,7500,3879.252512
C10433,133.405494,1346.9,8000,1369.437449
C10434,1403.597712,1050.83,5000,4673.520993
C10435,469.878834,1364.99,2000,1849.10398
C10436,1452.437463,0,1500,331.670616
C10437,3737.175713,0,4500,0
C10438,6032.740391,7553.48,13500,5377.338091
C10439,1692.755487,570.16,9000,6124.31525
C10441,3534.253718,566.28,4000,1298.823687
C10442,654.574445,0,8000,422.878799
C10443,1648.721384,0,1800,357.836436
C10444,6822.877573,137.34,10000,1874.954894
C10445,8647.057641,0,10000,2052.533488
C10446,5055.582822,0,9000,6918.272206
C10447,4245.550244,332.82,5000,5810.994681
C10448,541.915572,1377.72,2500,182.177646
C10449,4855.340797,0,6000,2996.735376
C10450,981.643409,0,1500,2008.971745
C10451,7057.658848,360.7,8000,5147.693822
C10452,4264.307261,222.64,4500,1017.241855
C10453,4503.390811,1634.74,13000,1094.345336
C10454,969.294446,0,1200,591.853821
C10455,4479.115547,759.15,6000,994.500495
C10456,37.753941,243.36,1800,546.417272
C10457,7386.704481,0,10500,7566.577763
C10458,1265.805627,0,2500,1370.235544
C10459,598.78776,519,4500,621.255763
C10460,3143.928913,3055.87,4500,2198.293667
C10461,5580.530306,2470.4,9500,3340.041274
C10462,576.635957,1671.6,1800,1021.907217
C10463,51.818382,903.36,15000,538.841222
C10466,1036.595935,0,1200,274.653536
C10467,21.12921,229.5,3150,423.206638
C10468,1534.969344,1476.19,2500,1493.919986
C10469,4994.04832,2506.89,8500,1230.219396
C10470,4700.106602,2570,4500,3259.958288
C10471,9601.071318,238.34,15000,1194.510762
C10472,1207.888199,1342.36,4000,288.883026
C10473,87.442862,786.32,7500,881.284581
C10474,123.394089,1450.68,6000,1583.421932
C10475,395.052994,1239.46,1500,401.217047
C10476,1715.459275,96.75,1800,452.225512
C10477,1492.039988,4106.15,12000,9678.173119
C10478,636.669685,2022.38,6000,939.306791
C10480,223.772475,3654.08,2500,3301.334578
C10481,1122.603377,883.73,3000,632.062443
C10482,805.131074,795.54,1700,1804.065076
C10483,869.001444,0,1200,541.101815
C10484,4458.055159,0,7500,1088.755323
C10485,2070.069187,1382.57,2400,1580.0815
C10486,52.229659,565.5,8500,2768.795805
C10487,6426.639738,4462.86,11800,1793.043228
C10488,206.596865,1726.67,6000,4804.383296
C10489,5810.748774,217,9000,10428.37611
C10490,3872.605467,0,4000,1067.405461
C10491,2597.400267,1748.73,6500,2497.488126
C10492,1481.43247,0,1800,586.426259
C10493,1135.53683,50.98,1200,320.592941
C10494,3430.981532,378.04,11300,4315.936534
C10495,4102.599015,1483.12,5000,1357.36111
C10497,150.952465,6407.67,14500,3484.429075
C10498,3170.537693,0,3500,547.23924
C10501,911.281862,70,8500,566.292758
C10502,45.753138,449.96,7000,1023.209164
C10503,456.648662,3355.33,6500,2087.871747
C10504,198.035504,0,10000,14481.46544
C10505,473.840442,0,3000,142.286073
C10506,285.813075,3220.09,15000,826.764555
C10507,204.329381,6558.55,7000,5872.707939
C10508,3690.177649,0,4000,1006.358943
C10509,327.445978,4305.05,9500,4030.061017
C10510,6856.045926,262.1,13000,1629.239381
C10511,155.644239,1626.83,13000,1924.101393
C10512,4263.008734,3522.57,6000,1165.621928
C10513,10249.71178,0,18000,2662.365409
C10514,813.185305,8194.05,6000,7069.804042
C10515,911.893997,1604.8,4500,191.366024
C10516,3563.23692,709.9,7000,826.576112
C10517,12478.17286,174,14000,3251.190662
C10518,2061.27937,0,4500,552.713988
C10519,1556.376158,0,1700,1076.722225
C10520,126.207012,913,7500,1718.487894
C10521,2516.753364,606.62,2750,1043.617154
C10522,1199.942209,1447.01,2400,642.723723
C10523,13479.28821,41050.4,17000,36066.75068
C10524,80.062693,727.27,20000,822.928249
C10525,839.897907,1869.88,4000,999.235386
C10526,128.175207,182.94,5000,1391.649702
C10527,47.6368,379.28,2500,641.943628
C10528,1529.206464,874.94,1500,716.241063
C10529,2643.343414,26402.39,16500,24529.27662
C10530,2924.757622,0,3000,677.649435
C10532,5036.870531,1752.15,10300,1489.597574
C10533,32.042424,400.41,4500,353.570259
C10534,2549.128288,13771.63,14500,16826.42443
C10535,3718.606699,1172.68,9500,4820.842925
C10536,4914.325665,1653.6,5000,3410.253378
C10537,1191.584153,4238.79,10500,3528.728592
C10538,98.420888,907.37,10000,908.907467
C10539,1534.891604,0,3000,304.984801
C10540,675.117139,0,12500,0
C10542,43.42718,569.34,16500,758.421856
C10543,1874.601636,305.78,1500,518.757481
C10544,15258.2259,529.3,19000,2051.14647
C10545,4497.213951,2001.19,4500,3058.768463
C10546,986.149218,0,3000,832.894753
C10547,257.997181,1020.47,6500,1099.15757
C10548,4507.733288,4754.32,9500,1924.73689
C10549,1117.635883,0,1200,308.089987
C10550,5083.397311,331.95,8000,4453.691497
C10551,3649.559565,1490,12500,573.307364
C10552,77.45581,558.28,8000,601.746596
C10553,1362.418281,1477.44,1500,559.095981
C10554,189.12074,1051.1,3000,1301.155857
C10555,2374.663583,2242.26,2850,2073.374513
C10556,1112.070216,179.24,4000,217.546584
C10557,2569.379868,972.65,5500,807.047622
C10558,2883.906333,4620.34,7500,6476.333335
C10559,71.046063,1023.8,20000,5872.895164
C10560,3366.051663,6344.3,12000,2890.901993
C10561,7190.047748,1549.61,17500,1727.425472
C10562,68.039722,734.11,5000,1537.307484
C10563,5066.461251,2274.21,5000,5174.255034
C10564,2454.610005,1635.69,3000,1442.488419
C10565,64.329876,627.03,6000,1513.704151
C10566,1284.63314,55.5,3000,3432.757202
C10567,76.93561,277,8500,814.605178
C10568,950.563525,7479.95,15000,7521.226078
C10569,5178.179489,3937.59,9500,1248.498168
C10570,531.455619,6300.4,16500,4924.941312
C10571,263.6992,1856.64,1800,1591.559543
C10572,492.070146,4924.41,10500,3430.597877
C10573,1034.660626,1308.11,1500,236.764555
C10574,11547.52001,49039.57,22500,46930.59824
C10575,8997.488544,4604.72,9000,4201.889848
C10576,9149.4096,227.8,9500,6710.905443
C10577,1296.922119,2327.49,6000,2322.412643
C10578,1758.979585,1199,6750,11634.38713
C10579,194.493602,1174.76,4500,1280.294998
C10580,3294.37955,0,4000,1084.059239
C10581,5404.202992,469,7000,2676.467444
C10582,5484.800476,0,6000,2060.020446
C10583,181.463092,133.39,2500,168.425788
C10584,1311.732049,10700.63,6000,9853.313787
C10585,542.218074,0,1500,1328.855136
C10586,1029.101022,49.1,1000,59.924534
C10587,1202.975648,11313.77,6000,10718.04224
C10588,1095.379426,0,1200,432.048813
C10589,4546.766836,3525.37,15000,14083.96809
C10590,28.934197,258.74,12000,502.486404
C10591,3457.086184,2448.6,1700,227.514473
C10592,23.290641,293.99,12500,287.796655
C10593,9559.783145,709,10500,2447.227264
C10594,2154.175363,1628.07,5000,654.505745
C10595,2627.184835,0,3150,394.285767
C10596,2689.586312,0,7000,809.880619
C10597,11.890862,165,15000,0
C10598,3452.538704,11681.64,10500,8145.713972
C10599,1068.031748,98.97,2500,3594.989864
C10600,7295.920263,0,7500,1984.351035
C10601,7975.19143,1142.15,9000,2079.521171
C10602,1866.608592,1494.5,8500,2031.589282
C10603,259.467265,646.24,10000,540.021578
C10604,1298.191599,0,3500,3009.926784
C10605,313.387813,3608.88,15000,2419.651857
C10606,7088.358802,0,7500,4539.526102
C10607,4458.045588,0,5000,985.516901
C10608,2690.771926,12465.21,13000,9290.702248
C10609,15244.74865,7823.74,19000,11123.40918
C10610,0.327199,24.64,1800,45.640106
C10611,2492.726282,27957.68,9000,27255.00752
C10612,47.424621,372,4000,662.401178
C10613,4114.723127,1841.62,7500,7780.322889
C10615,2450.031338,1678.07,6500,682.930065
C10616,8781.831676,11674.64,16000,10377.3612
C10617,1642.024936,2094.38,4500,576.699993
C10618,2739.836747,0,3000,3418.06811
C10619,1946.447038,411.38,2500,1403.266638
C10620,9.962695,99.19,4000,209.014647
C10621,394.269079,525,2500,3747.367504
C10622,5935.917803,1956.06,11500,1553.147417
C10623,266.588825,1750.51,3500,2103.253278
C10624,917.732846,18.41,1000,1407.291593
C10625,3183.529482,386.12,4000,4441.185925
C10626,2071.736764,0,2100,553.00439
C10627,6980.581442,0,14500,1498.338478
C10628,724.261595,625.46,7500,721.081023
C10629,2469.665655,963.13,7000,566.87028
C10630,202.190447,2011.81,2100,3144.544042
C10631,6787.661776,99.5,8000,1775.13958
C10632,107.298227,1084.09,8000,1515.629124
C10633,3946.876897,207,8500,1494.101923
C10634,1246.393805,1757.47,5000,1254.376139
C10635,7155.328723,3837.59,9500,17739.94594
C10636,2147.939753,117.57,8000,5441.876882
C10637,32.612745,1223.41,6000,1222.343069
C10638,5380.796813,1710.24,6000,1572.990843
C10639,3419.661676,11.06,4000,745.984976
C10640,8900.194109,0,12000,2430.864139
C10641,837.950585,8273.18,7000,7883.621179
C10642,2113.098241,619.93,4000,529.829894
C10643,16.371699,190,4000,322.114468
C10644,3774.063585,7680.08,11500,2529.085319
C10645,1088.031913,9734.63,8500,8571.945329
C10646,2.175751,0,3000,278.731912
C10647,5248.392421,8403.17,13000,8495.972927
C10648,9.581344,118.6,3300,117.780082
C10649,3123.339488,11202.09,7500,8317.163283
C10650,1670.928797,794.52,1750,1083.625844
C10651,537.389322,1704.22,1500,679.888456
C10652,1803.955439,1044.43,5000,1068.805913
C10653,2394.126386,3651.59,4500,6925.337419
C10654,544.879717,6477.6,7500,6381.236136
C10655,288.474257,1025.03,2800,1148.409463
C10656,1434.097191,0,2400,2361.929133
C10657,79.554406,472.71,16000,563.830183
C10658,2134.513436,733.35,3000,6801.933334
C10659,4925.502001,3050.72,11500,21320.89625
C10660,62.32157,601.35,7000,704.075312
C10661,1062.752143,0,1200,720.3446
